path,common_name,scientific_name,start_time,end_time,confidence
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210421_092400_79.75\20210421_092400_79.75.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.6765211820602417
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210421_092400_79.75\20210421_092400_79.75.wav,Black-capped Chickadee,Poecile atricapillus,0,3,0.6765211820602417
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210421_092400_79.75\20210421_092400_79.75.wav,Black-capped Chickadee,Poecile atricapillus,3,5,0.8507696986198425
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210421_092400_85.15\20210421_092400_85.15.wav,American Robin,Turdus migratorius,0,3,0.2685975134372711
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_0\20210423_055400_0.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.4860004484653473
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_0\20210423_055400_0.wav,White-throated Sparrow,Zonotrichia albicollis,0,3,0.4860004484653473
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_0\20210423_055400_0.wav,White-throated Sparrow,Zonotrichia albicollis,3,5,0.4628051519393921
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_103.95\20210423_055400_103.95.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9859074354171753
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_103.95\20210423_055400_103.95.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9859074354171753
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_103.95\20210423_055400_103.95.wav,Tufted Titmouse,Baeolophus bicolor,3,6,0.9990130662918091
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_111.15\20210423_055400_111.15.wav,Tufted Titmouse,Baeolophus bicolor,0,2,0.8516119122505188
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_113.25\20210423_055400_113.25.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9474223256111145
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_113.25\20210423_055400_113.25.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9474223256111145
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_113.25\20210423_055400_113.25.wav,Tufted Titmouse,Baeolophus bicolor,3,6,0.9896350502967834
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_120.65\20210423_055400_120.65.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.9734007716178894
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_124.15\20210423_055400_124.15.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.8437207937240601
D:/uwin_sounds/TEMP\WIDE\Jacque_Williamson_-_W08-GLP3\20210423_055400_124.15\20210423_055400_124.15.wav,Tufted Titmouse,Baeolophus bicolor,0,3,0.8437207937240601
